NAME;LONGNAME;HD_ICD_10;CAT
E4_THYROIDITCHRON;Chronic thyroiditis;E062|E068;E
E4_THYROIDITDRUG;Drug-induced thyroiditis;E064;E
E4_THYROIDITNAS;Thyroiditis, unspecified;E069;E
E4_THYROIDITSUBAC;Subacute thyroiditis;E061;E
E4_THYROIDNASOTH;Disorder of thyroid, unspecified;E07[8-9];E
E4_THYTOXFAC;Thyrotoxicosis factitia;E054;E
E4_THYTOXGOITDIF;Thyrotoxicosis with diffuse goitre;E050;E
E4_THYTOXGOITMULT;Thyrotoxicosis with toxic multinodular goitre;E052;E
E4_THYTOXNOD;Thyrotoxicosis with toxic single thyroid nodule;E051;E
E4_VIT_A_DEF;Vitamin A deficiency;E50;E
E4_VIT_B_DEF;Deficiency of other B group vitamins;E53;E
E4_VIT_D_DEF;Vitamin D deficiency;E55;E
E4_VOLUME;Volume depletion;E86;E
EHEC;Enterohaemorrhagic Escherichia coli infection;A043;A
ENTEROPATH_E_COLI;Enteropathogenic Escherichia coli infection;A040;A
EPILEPTIC_SEIZU_RELATED_DRUGS;Epileptic seizures related to drugs;G4052;G
EPISEIZALCO;Epileptic seizures related to alcohol;G4051;G
ERECTILE_DYSFUNCTION;Erectile dysfunction;;
ESOSINOPHIL_DISEASE;Eosinophilic disease (BM);D721;D
F5_ADHD;Disturbance of activity and attention;F900;F
F5_AGORAPHOBIA;Agoraphobia;F400;F
F5_ALCOHOL_DEPENDENCE;Alcohol dependence;F102;F
F5_ALCOHOLAC;Acute alcohol intoxication;F100;F
F5_ALLANXIOUS;All anxiety disorders;;
F5_ALZHDEMENT;Dementia in Alzheimer disease;F00;F
F5_ANAPER;Anankastic personality disorder;F605;F
F5_ANOREX;Anorexia (incl.atypical);F50[0-1];F
F5_ANXIETY;Other anxiety disorders;F41[2-9];F
F5_ANXPER;Anxious personality disorder;F606;F
F5_BEHAVE;Behavioural syndromes associated with physiological disturbances and physical factors;;
F5_BEHEMOCHILD;Behavioural and emotional disorders with onset usually occurring in childhood and adolescence;;
F5_BIPO;Bipolar affective disorders;F31;F
F5_BULIMIA;Bulimia nervosa (incl. atypical);F50[2-3];F
F5_CANNABIS;Mental and behavioural disorders due to cannabinoids;F12;F
F5_COCAINE;Mental and behavioural disorders due to cocaine;F14;F
F5_DELIRIUM;Delirium, not induced by alcohol and other psychoactive substances;F05;F
F5_DELUSIO;Persistent delusional disorders;F22;F
F5_DEMENTIA;Dementia;F0[0-3];F
F5_DEMENTIA_INCLAVO;Dementia, including avohilmo;;
F5_DEMINOTH;Dementia in other diseases classified elsewhere;F02;F
F5_DEMNAS;Unspecified dementia;F03;F
F5_DEPPER;Dependent personality disorder;F607;F
F5_DEPRESSIO;Depression;F3[2-3];F
F5_DEPRESSION_DYSTHYMIA;Depression or dysthymia;F3[2-3]|F341;F
F5_DEPRESSION_PSYCHOTIC;Psychotic depression;F3[23]3;F
F5_DEPRESSION_RECURRENT;Recurrent or chronic depression;F33;F
F5_DISPER;Dissocial personality disorder;F602;F
F5_DISSOCIATIVE;Dissociative [conversion] disorders;F44;F
F5_EATOTH;Other eating disorders;F50;F
F5_EMOCHILD;Emotional disorders and disorders of social functioning with onset specific to childhood;F9[3-4];F
F5_EMOPER;Emotionally unstable personality disorder;F603;F
F5_GAD;Generalized anxiety disorder;F411;F
F5_GENDER;Gender identity disorders;F64;F
F5_HABIT;Habit and impulse disorders;F63;F
F5_HALLUCIN;Mental and behavioural disorders due to hallucinogens;F16;F
F5_HISPER;Histrionic personality disorder;F604;F
F5_HYPERKIN;Hyperkinetic disorders (excl. ADHD);F90;F
F5_HYPERSOMNIA;Hypersomnia;F511|G471;F
F5_INSOMNIA;Insomnia;F510|G470;F
F5_KELAMENT;Kela-code for severe mental illness;;
F5_KELARET;Kela-code for behavioural disturbances in mental retardation;;
F5_MANIA;Manic episode;F30;F
F5_MENTALUNSPE;Mental disorders, not otherwise specified;F99;F
F5_MENTORG;Other mental disorders due to brain damage and dysfunction and to physical disease;F06;F
F5_MILDRET;Mild mental retardation;F70;F
F5_MIXEDDEV;Mixed specific developmental disorders;F83;F
F5_MIXPER;Mixed and other personality disorders;F61;F
F5_MODRET;Moderate mental retardation;F71;F
F5_MOOD;Mood [affective] disorders;;
F5_MOODOTH;Other and unspecified mood [affective] disorders;F3[8-9];F
F5_NEUROTICOTH;Other neurotic disorders;F48;F
F5_NIGHTMARES;Nightmares;F515;F
F5_OCD;Obsessive-compulsive disorder;F42;F
F5_OPIOIDS;Mental and behavioural disorders due to opioids;F11;F
F5_OTHERSUB;Mental and behavioural disorders due to multiple drug use and use of multiple drugs and use of other psychoactive substances;F19;F
F5_OTHPER;Other specified and unspecified personality disorders;F60[8-9];F
F5_OTHRET;Other and unspecified mental retardation;F7[8-9];F
F5_PANIC;Panic disorder;F410;F
F5_PARAPER;Paranoid personality disorder;F600;F
F5_PERSBEHORG;Personality and behavioural disorders due to brain disease, damage and dysfunction;F07;F
F5_PERSMOOD;Persistent mood disorders;F34;F
F5_PERSOCHANGE;Enduring personality changes;F62;F
F5_PERSOTH;Other and unspecified disorders of adult personality and behaviour;F6[8-9];F
F5_PERVASIVE;Pervasive developmental disorders excl. Autism + Asperger;F84;F
F5_PHOBANX;Phobic anxiety disorders;F40;F
F5_PHYSBEHOTH;Unspecified behavioural syndromes associated with physiological disturbances and physical factors +Physiological and behavioural factors associated with disorders of diseases classified elsewhere;F54|F56;F
F5_PSYCHDEV;Disorders of psychological development;F8;F
F5_PSYCHDEVOTH;Other and unspecified disorders of psychological development;F8[8-9];F
F5_PSYCHOTH;Other and unspecified nonorganic psychotic disorders;F2[8-9];F
F5_PSYTRANS;Acute and transient psychotic disorders;F23;F
F5_PTSD;Post-traumatic stress disorder;F431;F
F5_SCHIZOAFF;Schizoaffective disorder;F25;F
F5_SCHIZOTYP;Schizotypal disorder;F21;F
F5_SCHIZPER;Schizoid personality disorder;F601;F
F5_SCHOLA;Specific development disorders of scholastic skills;F81;F
F5_SCHZPHR;Schizophrenia;F20;F
F5_SEDAHYP;Mental and behavioural disorders due to sedatives or hypnotics;F13;F
F5_SEVRET;Severe mental retardation;F72;F
F5_SEXDYS;Sexual dysfunction;F52;F
F5_SEXPREF;Disorders of sexual preference;F65;F
F5_SEXUAL;Physiological and behavioural disorders associated with sexual development and orientation;F66;F
F5_SLEEP_NOS;Sleep disorders, other/unspecified;F51[8-9];F
F5_SLEEPTERRORS;Sleep terrors [night terrors];F514;F
F5_SLEEPWAKE;Disorder of the sleep-wake schedule;F512|G472;F
F5_SLEEPWALKING;Sleepwalking [somnambulism];F513;F
F5_SOCPHOB;Social phobias;F401;F
F5_SOLVENT;Mental and behavioural disorders due to use of volatile solvents;F18;F
F5_SOMATOFORM;Somatoform disorder;F45;F
F5_SPEECH;Specific development disorders of speech and language;F80;F
F5_STIMUL;Mental and behavioural disorders due to use of other stimulants, including caffeine;F15;F
F5_STRESSOTH;Other reaction to severe stress, and adjustment disorders;F43;F
F5_SUBSNOALCO;Substance use, excluding alcohol;;
F5_UNSORG;Unspecified organic or symptomatic mental disorder;F09;F
F5_VASCDEM;Vascular dementia;F01;F
FALLS;Falls/tendency to fall;W[0-1]|R296;W
FE;Focal epilepsy;G40[0-2];G
FE_MODE;Focal epilepsy, mode (most common among epilepsy diagnosis);%G40[0-2];G
FE_STRICT;Focal epilepsy, strict definition;;
FELTY;Felty syndrome;M050;M
FEMHER_BILATERAL;Femoral hernia, bilateral;K41[0-2];K
FG_CARDMYO;Cardiomyopathy (excluding other);;
FG_CVD;Cardiovascular diseases (excluding rheumatic etc);;
FG_DOAAC;Diseases of arteries, arterioles and capillaries (FINNGEN);;
FG_OTHHEART;Other heart diseases;;
FIBROLIV;Fibrosis of liver;K740;K
FOOD_ALLERGY;Food allergy;L236;L
FTD;Frontotemporal dementia;F020&G310;F
G6_AD_WIDE;Alzheimer’s disease, wide definition;G30[01]|F00[01];G
G6_ADEM;Acute disseminated encephalitis/encephalomyelitis;G040;G
G6_ALCODEGEN;Degeneration of the brain due to alcohol;G312;G
G6_ALCOPOLY;Alcohol induced polyneuropathy;G621;G
G6_ALS;Motor neuron disease;G122;G
G6_ALZHEIMER;Alzheimer disease;G30;G
G6_ANOXBRAINDAM;Anoxic brain damage;G931;G
G6_ATROPHCIRCUM;Circumscribed brain atrophy;G310;G
G6_ATYFAC;Atypical facial pain;G501;G
G6_AUTONOM;Autonomic disorders;G90;G
G6_AUTOTHUNS;Other and unspecified disorders of autonomic nervous system;G90[8-9];G
G6_BASDEGENOTH;Other degenerative diseases of the basal ganglia;G23;G
G6_BELLPA;Bell's palsy;G510;G
G6_BENINTRAHYP;Benign intracranial hypertension;G932;G
G6_BRACHPLE;Brachial plexus disorders;G540;G
G6_CARPTU;Carpal tunnel syndrome;G560;G
G6_CAUDA;Cauda equina syndrome;G834;G
G6_CAUSALGIA;Causalgia;G564;G
G6_CERCYST;Cerebral cysts;G93;G
G6_CEROEDEMA;Cerebral oedema;G936;G
G6_CERVROOT;Cervical root disorders;G542;G
G6_CLUSTHEADACHE_STRICT_INCLAVO;Cluster headache, strict, including avohilmo;;
G6_CLUSTHEADACHE_WIDE;Cluster headache, wide;G440;G
G6_CNSABSC;Intracranial and intraspinal abscess and granuloma;G06|G07;G
G6_CNSOTH;Other disorders of central nervous system;G96;G
G6_CONMYOP;Congenital myopathies;G712;G
G6_CP;Cerebral palsy;G80;G
G6_CPETAL;Cerebral palsy and other paralytic syndromes;G8;G
G6_CRAINOTH;Other cranial nerve disorders in other disorders;G53;G
G6_DEGENOTH;Other and unspecified degenerative diseases of nervous system;G31[8-9]|G32;G
G6_DEGENSEN;Senile degeneration of the brain, not elsewhere classified;G311;G
G6_DISBROTHUNS;Disorders of brain, other and unspecified;G93[8-9]|G948;G
G6_DISGLO;Disorders of glossopharyngeal nerve;G521;G
G6_DISOTHUNS;Disorders of other and unspecified cranial nerves;G52[8-9];G
G6_DISSOTH;Other acute disseminated demyelination;G36;G
G6_DRUGMYOP;Drug-induced myopathy;G720;G
G6_DRUGPOLY;Drug-induced polyneuropathy;G620;G
G6_DYSTON;Dystonia;G24;G
G6_ENCEPATH;Encephalopathy;G934;G
G6_ENCEPHOTH;Other encephalitis;G041|G04[8-9]|G05;G
G6_ENCEPHTOX;Toxic encephalopathy;G92;G
G6_EPIPAROX;Episodal and paroxysmal disorders;G4;G
G6_EPLEPSY;Epilepsy;G40;G
G6_FACOTH;Other facial nerve disorders;G51;G
G6_FEMLAPOP;Lesion of lateral popliteal nerve;G573;G
G6_FEMLE;Lesion of femoral nerve;G572;G
G6_FEMMEPOP;Lesion of medial popliteal nerve;G574;G
G6_GUILBAR;Guillain-Barre syndrome;G610;G
G6_HCCOMM;Communicating hydrocephalus;G910;G
G6_HCINOTH;Hydrocephalus in other diseases;G94[0-2];G
G6_HCNP;Normal-pressure hydrocephalus;G912;G
G6_HCOBSTR;Obstructive hydrocephalus;G911;G
G6_HCOTHUNS;Other and unspecified hydrocephalus;G91[8-9];G
G6_HCPOSTRAU;Post-traumatic hydrocephalus, unspecified;G913;G
G6_HEADACHE;Other headache syndromes;G44;G
G6_HEMIPLE;Hemiplegia;G81;G
G6_HERATAXIA;Hereditary ataxia;G11;G
G6_HEREMOSEN;Hereditary motor and sensory neuropathy;G600;G
G6_HERIPOTHUN;Other and unspecified neuropathies;G60[8-9];G
G6_HORNER;Horner syndrome;G902;G
G6_HYDROCEPH;Hydrocephalus;G91;G
G6_ICNEUROP;Intercostal neuropathy;G580;G
G6_IDIOAUT;Idiopathic peripheral autonomic neuropathy;G900;G
G6_INFLAMYOP;Inflammatory myopathy;G724;G
G6_IPNEUROP;Idiopathic progressive neuropathy;G603;G
G6_LSPLEX;Lumbosacral plexus disorders;G541;G
G6_LSROOT;Lumbosacral root disorders, not elsewhere classified;G544;G
G6_MEDLEOTH;Other lesions of median nerve;G561;G
G6_MENINGBACT;Bacterial meningitis;G0[0-1];G
G6_MENINGOTH;Other meningitis;G0[2-3];G
G6_MENINGVIR;Meningitis, viral;G020;G
G6_MERALGIA;Meralgia paraesthetica;G571;G
G6_MIGRAINE;Migraine;G43;G
G6_MIGRAINE_NO_AURA;Migraine without aura;G430;G
G6_MIGRAINE_NO_AURA_ADVERSE;Migraine without aura, drug-induced;G430;G
G6_MIGRAINE_NO_AURA_TRIPTAN;Migraine without aura and triptan purchases;;
G6_MIGRAINE_WITH_AURA;Migraine with aura;G431;G
G6_MIGRAINE_WITH_AURA_ADVERSE;Migraine with aura, drug-induced;G431;G
G6_MIGRAINE_WITH_AURA_TRIPTAN;Migraine with aura and triptan purchases;;
G6_MITOCMY;Mitochondrial myopathy;G713;G
G6_MONNEURMPLX;Mononeuritis multiplex;G587;G
G6_MONOLOWOTHUNS;Other and unspecified mononeuropathies of lower limb;G57[8-9];G
G6_MONONPOTHUS;Other and unspecified mononeuropathies of upper limb;G56[8-9];G
G6_MONOOTHUNS;Other and unspecified mononeuropathies, also in other diseases;G58[8-9]|G59;G
G6_MONOPLE;Monoplegia;G83[1-3];G
G6_MS;MS-disease / Multiple Sclerosis;G35;G
G6_MUSCOTHUNS;Other and unspecified primary disorders of muscles;G71[8-9];G
G6_MUSDYST;Muscular dystrophy;G710;G
G6_MYASTHENIA;Myasthenia gravis;G700;G
G6_MYASTHENIA_ADVERSE;Myasthenia gravis, drug-induced;G700;G
G6_MYOMUSCINOTH;Disorders of myoneural junction and muscle in diseases classified elsewhere;G73;G
G6_MYONEU;Diseases of the myoneural junction and muscle;G7;G
G6_MYONEUOTHUNS;Other and unspecified myoneural disorders;G70[8-9];G
G6_MYOPOTHUNS;Other and unspecified myopathies;G72[8-9];G
G6_MYOTDIS;Myotonic disorders;G711;G
G6_NARCOCATA;Narcolepsy and cataplexy;G474;G
G6_NERPLEX;Nerve, nerve root and plexus disorders;G5;G
G6_NEUATR;Systemic atrophies primarily affecting the central nervous system;G1;G
G6_NEUINFL;Inflammatory diseases of the central nervous system;G0;G
G6_NEURAMYO;Neuralgic amyotrophy;G545;G
G6_NEURODEGENERATIVE;Unspecific neurodegenerative disorder;G30|F00;G
G6_NEUROINFSEQ;Sequelae of inflammatory diseases of the central nervous system;G09;G
G6_NEUROOTH;Other disorders of nervous system;G98|G99;G
G6_OTHDEMYEL;Other demyelinating diseases of the central nervous system;G37;G
G6_OTHINMUSC;Other inherited muscular atrophy;G121;G
G6_OTHNEU;Other neurological diseases;G9;G
G6_PARALOTHUNS;Other and unspecified paralytic syndromes;G83[8-9];G
G6_PARDIPLE;Paraplegia, diplegia of upper limbs;G82[0-2]|G830;G
G6_PARKINSON;Parkinson's disease;G20;G
G6_PERIPHOTH;Other disorders of peripheral nervous system;G64;G
G6_PHANTOM;Phantom limb syndrome;G54[6-7];G
G6_PLANTAR;Lesion of plantar nerve;G576;G
G6_POLYOTHUNS;Other and unspecified polyneuropathies, also in other diseases;G61[1-9]|G62[8-9]|G63;G
G6_POSTOPNEURO;Postprocedural disorders of nervous system;G97;G
G6_POSTPOLIO;Postpolio syndrome;G14;G
G6_POSTVIRFAT;Postviral fatigue syndrome;G933;G
G6_POSTZOST;Postzoster neuralgia;G530;G
G6_RADLES;Lesion of radial nerve;G563;G
G6_RLS;Restless leg syndrome;G258;G
G6_ROOTPLEXOTHUNS;Other and unspecified nerve root and plexus disorders, also in other diseases;G54[8-9]|G55;G
G6_SCIALE;Lesion of sciatic nerve;G570;G
G6_SLEEPAPNO;Sleep apnoea;G473;G
G6_SLEEPAPNO_INCLAVO;Sleep apnoea, including avohilmo;;
G6_SLEEPDISOTH;Other sleep disorders;G47;G
G6_SPINAMUSCOTH;Other and unspecified spinal muscular atrophies;G12[8-9]|G13;G
G6_SPINOTH;Other diseases of spinal cord;G95;G
G6_STATUSEPI;Status epilepticus;G41;G
G6_TARSTUN;Tarsal tunnel syndrome;G575;G
G6_TETRAPLE;Tetraplegia;G82[3-5];G
G6_THROOT;Thoracic root disorders;G543;G
G6_TRINEU;Trigeminal neuralgia;G500;G
G6_TRIOTHUNS;Other and unspecified trigeminal disorders;G50[8-9];G
G6_ULLNLE;Lesion of ulnar nerve;G562;G
G6_XTRAPYR;Extrapyramidal and movement disorders;G2;G
G6_XTRAPYROTH;Other extrapyramidal and movement disorders in other diseases;G25|G26;G
GASTRIC_ULCER_ACUTE_W_HAEMORRHAGE;Gastric ulcer - Acute with haemorrhage, drug-induced;K250;K
GE;Generalized epilepsy;G403;G
GE_MODE;Generalized epilepsy, mode (most common among epilepsy diagnosis);%G403;G
GE_STRICT;Generalized epilepsy, strict definition;;
GENERALI_SKIN_ERUPT_DRUGS_MEDICAM;Generalized skin eruption due to drugs and medicaments;L270;L
GEST_DIABETES;Gestational diabetes (for exclusion);O244;O
GOUT_IDIO;Idiopathic gout;M100;M
GOUT_KIDNEY;Gout due to impairment of renal function;M103;M
GOUT_NOS;Gout, unspecified;M10[8-9];M
GOUT_SCND;Other secondary gout;M104;M
GOUT_STRICT;Gout, strict definition;;
GRAVES_OPHT;Graves ophthalmopathy;E05[0|9];E
H7_ADHESIOIRIS;Pupillary membranes and other adhesions and disruptions of iris and ciliary body;H21[4-5];H
H7_ALLERGICCONJUNCTIVITIS;Allergic conjunctivitis;;
H7_AMBLYANOPSIA;Amblyopia ex anopsia;H530;H
H7_AMD;Age-related macular degeneration (whether dry or wet);;
H7_ANISOMETROPIA;Anisometropia and aniseikonia;H523;H
H7_ANOMAPUPFUNC;Anomalies of pupillary function;H570|H580;H
H7_APHAKIA;Aphakia;H270;H
H7_ASTIGMATISM;Astigmatism;H522;H
H7_BCKRNDRETINOPAT;Background retinopathy and retinal vascular changes;H350;H
H7_BINOCUMOVNAS;Other and unspecified disorders of binocular movement;H51[8-9];H
H7_BINOCUMOVOTH;Other disorders of binocular movement;H51;H
H7_BINODISTOTH;Other disorders of binocular vision;H533;H
H7_BLEPHAROCHALASIS;Blepharochalasis;H023;H
H7_BLINDANDVISIMPAIRMENT;Visual impairment including blindness (binocular or monocular);H54;H
H7_BLINDMONOCULAR;Blindness, monocular;H544;H
H7_BULLKERATOPATHY;Bullous keratopathy;H181;H
H7_CATARACTOTHER;Other cataract;H26;H
H7_CATARACTSENILE;Senile cataract;H25;H
H7_CENTRRETARTOCC;Central retinal artery occlusion;H341;H
H7_CHALAZION;Chalazion;H001;H
H7_CHORDETACH;Choroidal detachment;H314;H
H7_CHORHAEMORRHAGE;Choroidal haemorrhage and rupture;H313;H
H7_CHORIORETINFLAM;Chorioretinal inflammation;H30|H320;H
H7_CHORNAS;Other specified and unspecified disorders of choroid;H31[8-9];H
H7_CHOROIDOTH;Other disorders of choroid;;
H7_CHOROIDRETINA;Disorders of choroid and retina;H3;H
H7_CHORSCAR;Chorioretinal scars;H310;H
H7_CONJUHAEMOR;conjunctival haemorrhage;H113;H
H7_CONJUNAS;Other specified and unspecified disorders of conjunctiva;H11[8-9];H
H7_CONJUNCTDEGDEPOT;conjunctival degenerations and deposits;H111;H
H7_CONJUNCTIVITIS;Conjunctivitis;;
H7_CONJUNCTIVITISACUNONATOPIC;Conjunctivitis (acute, non atopic);H10|H13[1-2];H
H7_CONJUNCTIVITISATOPIC;Atopic conjunctivitis;H101;H
H7_CONJUNCTIVITISCHRON;Chronic conjunctivitis;H104;H
H7_CONJUNCTSCAR;conjunctival scars;H112;H
H7_CONJUVASC;Other conjunctival vascular disorders and cysts;H114;H
H7_CONVERGINSUFF;Convergence insufficiency and excess;H511;H
H7_CONVERSTRAB;Convergent concomitant strabismus;H500;H
H7_CORNEALDEFORM;Keratoconus;H186;H
H7_CORNEALDYSTROPHY;Corneal degeneration;H184;H
H7_CORNEALMEMBRANE;Changes in corneal membranes;H183;H
H7_CORNEALNAS;Other and unspecified corneal deformities and disorders;H18[7-9];H
H7_CORNEALOEDEMA;Other corneal oedema;H182;H
H7_CORNEALOTH;Other disorders of cornea;H18;H
H7_CORNEALSCAR;Corneal scars and opacities;H17;H
H7_CORNEAPIGMENT;Corneal pigmentations and deposits;H180;H
H7_CORNULCER;Corneal ulcer;H160;H
H7_COULOURVISDEF;Colour vision deficiencies;H535;H
H7_CYSTIRIS;Cyst of iris, ciliary body and anterior chamber;H213;H
H7_DACRYOADENITIS;Dacryoadenitis;H040;H
H7_DEGENMYOPIA;Degenerative myopia;H442;H
H7_DIPLOPIA;Diplopia;H532;H
H7_DISORDERLENSNAS;Other specified and unspecified disorders of lens;H27[8-9];H
H7_DIVERGSTRAB;Divergent concomitant strabismus;H501;H
H7_ECTROPION;Ectropion of eyelid;H021;H
H7_ENTROPION;Entropion and trichiasis of eyelid;H020;H
H7_EPIPHORA;Epiphora;H042;H
H7_EPISCLERITIS;Episcleritis;H151;H
H7_EXOPTHALMUS;Exophthalmic conditions;H052;H
H7_EYEADNEXOTH;Other specified and unspecified disorders of eye and adnexa;H57[8-9];H
H7_EYELIDDEGEN;Other degenerative disorders of eyelid and periocular area;H027;H
H7_EYELIDDIS;Other disorders of eyelid;H0[2-3];H
H7_EYELIDFUNC;Other disorders affecting eyelid function;H025;H
H7_EYELIDINFLAMMATION;Other inflammation of eyelid;H01;H
H7_EYELIDINOTH;Disorders of eyelid in diseases classified elsewhere;H03;H
H7_EYELIDNAS;Other specified and unspecified  disorders of eyelid;H02[8-9];H
H7_EYEOTH;Other disorders of eye and adnexa;H5[5-9];H
H7_EYEPOSTOP;Postprocedural disorders of eye and adnexa, not elsewhere classified;H59;H
H7_GLAUCCLOSEPRIM;Primary angle-closure glaucoma;H402;H
H7_GLAUCNAS;Other and unspecified glaucoma;H40[8-9];H
H7_GLAUCOMA;Glaucoma;H4[0-2];H
H7_GLAUCOMA_JOAG;Juvenile Open Angle Glaucoma;$!$;$
H7_GLAUCOMA_NTG;Normotensive glaucoma;H4011;H
H7_GLAUCOMA_POAG;Primary open-angle glaucoma, strict;H401;H
H7_GLAUCOMA_XFG;Glaucoma, exfoliation;H4010;H
H7_GLAUCOMAMEDICATION;Use of antiglaucoma preparations and miotics;;
H7_GLAUCSECDRUG;Glaucoma secondary to drugs;H406;H
H7_GLAUCSECINFLAM;Glaucoma secondary to eye inflammation;H404;H
H7_GLAUCSECTRAUMA;Glaucoma secondary to eye trauma;H403;H
H7_GLAUCSUSP;Glaucoma suspect;H400;H
H7_GLOBE;Disorders of globe;;
H7_GLOBEDEGENERATED;Degenerative conditions of globe;H445;H
H7_GLOBENAS;Other and unspecified disorders of globe;H44[8-9];H
H7_HEREDRETINADYST;Hereditary retinal dystrophy;H355;H
H7_HERPESKERATITIS;Herpesviral keratitis and keratoconjunctivitis;H191;H
H7_HETEROPHORIA;Heterophoria;H505;H
H7_HETEROTRONAS;Other and unspecified heterotropia;H504;H
H7_HORDEOLUM;Hordeolum and other deep inflammation of eyelid;H000;H
H7_HYPERMETRO;Hypermetropia;H520;H
H7_INTERHETEROTRO;Intermittent heterotropia;H503;H
H7_INTERNUCOPHTHALMOPLEGIA;Internuclear ophthalmoplegia;H512;H
H7_IRIDOACUTE;Acute and subacute iridocyclitis;H200;H
H7_IRIDOCHRONIC;Chronic iridocyclitis;H201;H
H7_IRIDOCYC_ANTER;Anterior Iridocyclitis;;
H7_IRIDOCYCLITIS;Iridocyclitis;H2[02];H
H7_IRIDOCYCLITISINOTH;Iridocyclitis in diseases classified elsewhere;H22[0-1];H
H7_IRIDOLENS;Lens-induced iridocyclitis;H202;H
H7_IRIDONAS;Other and unspecified iridocyclitis;H20[8-9];H
H7_IRISCILIARYNAS;Other specified and unspecified disorders of iris and ciliary body;H21[8-9]|H228;H
H7_KERATITIS;Keratitis;H1[6-9];H
H7_KERATITISINOTH;Keratitis and keratoconjunctivitis in other diseases classified elsewhere;H19[2-3];H
H7_KERATITISOTH;Other keratitis;H16;H
H7_KERATOCONUS;Hereditary corneal dystrophies;H185;H
H7_LACRIMALSYSTEM;Disorders of lacrimal system;H04;H
H7_LACRIMINFLAMACU;Inflammation of lacrimal passages (acute and unspecified);H043;H
H7_LACRIMINFLAMCHRON;Inflammation of lacrimal passages (chronic);H044;H
H7_LACRINAS;Other and unspecified disorders of lacrimal system;H04[8-9];H
H7_LAGOPHTALMOS;Lagophthalmos;H022;H
H7_LENSDISLOCATIO;Dislocation of lens;H271;H
H7_LIDLACRIMALORBIT;Disorders of eyelid, lacrimal system and orbit;H0;H
H7_MACULADEGEN;Degeneration of macula and posterior pole;H353;H
H7_MILDVISIMPBINOC;Mild or no visual impairment, binocular;H543;H
H7_MODVISIMPBINOC;Moderate visual impairment, binocular;H542;H
H7_MODVISIMPMONOC;Moderate visual impairment, monocular;H546;H
H7_MYOPIA;Myopia;H521;H
H7_NYSTAGMUS;Nystagmus and other irregular eye movements;H55;H
H7_OCUMUSCLE;Disorders of ocular muscles, binocular movement, accommodation and refraction;H49|H5[0-2];H
H7_OCUPAIN;Ocular pain;H571;H
H7_OPTATROPHY;Optic atrophy;H472|H480;H
H7_OPTICDISCOTH;Other disorders of optic disc;H473;H
H7_OPTNERVE;Disorders of optic nerve and visual pathways;H4[6-8];H
H7_OPTNERVNAS;Disorders of optic nerve, not elsewhere classified;H470;H
H7_OPTNEURITIS;Optic neuritis;H46;H
H7_OPTNEUROTH;Other disorders of optic [2nd] nerve and visual pathways;H47;H
H7_ORBIT;Disorders of orbit;H0[5-6];H
H7_ORBITINFLAMACU;Acute inflammation of orbit;H050;H
H7_ORBITINFLAMCHRON;Chronic inflammatory disorders of orbit;H051;H
H7_ORBITNAS;Other and unspecified disorders of orbit;H05[8-9];H
H7_OTHENDOPHTHALMITIS;Other endophthalmitis;H441|H451;H
H7_OTHERCONJ;Other disorders of conjunctiva;;
H7_OTHIRISCILIARY;Other disorders of iris and ciliary body;H21;H
H7_OTHRETARTOCC;Other retinal artery occlusion;H342;H
H7_PAPILLOEDEMA;Papilloedema, unspecified;H471;H
H7_PARASTRA3;Third [oculomotor] nerve palsy;H490;H
H7_PARASTRA4;Fourth [trochlear] nerve palsy;H491;H
H7_PARASTRA6;Sixth [abducent] nerve palsy;H492;H
H7_PARASTRAB;Paralytic strabismus;H49;H
H7_PARASTRANAS;Other or unspecified paralytic strabismus;H49[8-9];H
H7_PERIPHRETINADEGEN;Peripheral retinal degeneration;H354;H
H7_POSTOPEYENAS;Other and unspecified postprocedural disorders of eye and adnexa;H59[8-9];H
H7_PRESBYOPIA;Presbyopia;H524;H
H7_PROLIFRETINOPATHOTH;Other proliferative retinopathy;H352;H
H7_PTERYGIUM;Pterygium;H110;H
H7_PTOSIS;Ptosis of eyelid;H024;H
H7_PURENDOPHTHALMITIS;Purulent endophthalmitis;H440;H
H7_REFRAACCOMMODIS;Disorders of refraction and accommodation;H52;H
H7_RETARTOCCTRANS;Transient retinal artery occlusion;H340;H
H7_RETINAHAEMORR;Retinal haemorrhage;H356;H
H7_RETINALBREAK;Retinal breaks without detachment;H333;H
H7_RETINALDETACH;Retinal detachments and breaks;;
H7_RETINALDETACHBREAK;Retinal detachment with retinal break;H330;H
H7_RETINALDETACHOTH;Other, unspecified and serous retinal detachments;H332|H335;H
H7_RETINALDETACHTRACTION;Traction detachment of retina;H334;H
H7_RETINALDISOTH;Other retinal disorders;;
H7_RETINANAS;Other specified and unspecified retinal disorders;H35[8-9];H
H7_RETINASEPAR;Separation of retinal layers (serosa);H357;H
H7_RETINAVASC;Retinal vascular disorders;;
H7_RETINOCHISISCYST;Retinoschisis and retinal cysts;H331;H
H7_RETINODISINOTH;Other retinal disorders in diseases classified elsewhere;H368;H
H7_RETIVASCOCCLUSION;Retinal vascular occlusion;H34;H
H7_RETROBULBNEURINOTH;Retrobulbar neuritis in diseases classified elsewhere;H481;H
H7_SCLERACORNEA;Disorders of sclera, cornea, iris and ciliary body;H1[5-9]|H2[0-2];H
